"Discuss the reasons behind the adoption of binary, hexadecimal, and Binary Coded Decimal (BCD) number systems in computer science. Compare and contrast their advantages and disadvantages in different application areas.","Computers adopt the binary system because hardware components such as transistors naturally support two discrete states (on/off), enabling reliable representation and manipulation of data. Hexadecimal is used as a human-friendly shorthand for binary, grouping four bits per digit to simplify reading and writing memory addresses, color codes, and low-level data structures. Binary Coded Decimal (BCD) represents each decimal digit with its own four-bit code, preserving exact decimal values in applications like calculators and accounting systems to avoid floating-point rounding errors. In contrasting their use: binary achieves maximal efficiency in storage and computing circuits but is unwieldy for human interpretation; hexadecimal offers a compact, readable view of binary data while maintaining direct bit-level correspondence; and BCD guarantees precise decimal arithmetic at the expense of increased storage requirements and additional logic for arithmetic correction."
"Explain the concepts of 'two's complement' representation and 'sign and magnitude' representation for signed integers. Critically evaluate the benefits of using two's complement in modern computer systems for arithmetic operations.","Two’s complement and sign-and-magnitude are two methods for representing signed integers. In sign-and-magnitude, the most significant bit indicates the sign (0 for positive, 1 for negative), and the remaining bits give the magnitude; however, it yields two representations for zero and complicates arithmetic logic. To obtain a two’s complement representation, one inverts all bits (one’s complement) and adds one to the result; this method provides a unique zero representation, simplifies circuit design by unifying addition and subtraction operations, and allows overflow detection through carry bits. Consequently, two’s complement is preferred in modern systems because it reduces hardware complexity, supports straightforward arithmetic, and avoids ambiguity in zero representation."
"Compare and contrast vector graphics and bitmap graphics in terms of their storage methods, scalability, and suitability for different types of images and applications.","Vector graphics and bitmaps differ fundamentally in their storage and rendering. Vector graphics encode images as geometric shapes (lines, curves, polygons) with mathematical attributes, yielding resolution-independent scalability and typically smaller file sizes for diagrams and illustrations; however, rendering complex designs may require significant computational overhead. Bitmap images store a fixed grid of pixels, each with colour information, making them ideal for photographs and detailed images but subject to pixelation when enlarged and requiring substantial storage proportional to resolution and colour depth. Thus, vector suits technical drawings, logos, and scalable graphics, while bitmaps excel in representing continuous-tone images such as photographs and textures."
"Describe the process of digitizing sound using an Analogue-to-Digital Converter (ADC). Analyze the impact of sampling rate and sampling resolution on the quality and file size of digital audio.","Digitising sound involves sampling and quantisation using an Analogue-to-Digital Converter (ADC). A band-limiting filter removes frequencies above the audible range; then, the ADC measures the amplitude of the waveform at regular intervals defined by the sampling rate and approximates each sample to the nearest level determined by the sampling resolution (bit depth). Higher sampling rates allow accurate capture of higher frequencies in accordance with Nyquist’s theorem, while greater bit depths reduce quantisation error, improving dynamic range. However, increased sampling rate and resolution enlarge file sizes proportionally, necessitating a balance between audio quality and storage or transmission constraints."
"Discuss the principles and applications of both lossless and lossy data compression techniques. Provide specific examples of algorithms used for each type of compression and explain the trade-offs involved.","Lossless and lossy compression techniques serve different use cases. Lossless methods, such as Run-Length Encoding (RLE) and Huffman coding, reduce file size by exploiting redundancy while preserving all original data, allowing perfect reconstruction, and are essential for text, executable files, and archival storage. RLE replaces repeated data runs with a count and symbol value, ideal for simple graphics; Huffman coding assigns variable-length codes based on symbol frequencies to minimise overall bit usage. Lossy compression, exemplified by JPEG for images and MP3 for audio, discards perceptually insignificant information to achieve higher compression ratios, trading fidelity for reduced storage or faster transmission; this is acceptable in multimedia applications where human perception tolerates minor quality loss. In choosing between them, one balances the need for exact data retrieval against acceptable quality degradation and resource constraints."
"What is the Denary (Decimal) Number System?","A base-10 number system using ten digits (0–9), where each digit's value is determined by its place value as a power of 10."
"What is the Binary Number System?","A base-2 number system using two digits (0 and 1), where each digit is called a bit and represents a power of 2."
"What is a bit?","A bit is a single binary digit, representing the smallest unit of data in computing, with a value of either 0 or 1."
"What is a byte?",A byte is a group of eight bits and is a common unit of data storage and processing in computer systems.
"What is the Hexadecimal Number System?","A base-16 system using sixteen symbols (0–9 and A–F), with place values as powers of 16, often used to represent binary data compactly."
"What is place value in number systems?","Place value refers to the value of a digit determined by its position in a number, equal to the digit multiplied by the base raised to the power of its position index, counting from zero at the rightmost digit."
"What is the Most Significant Bit (MSB)?","The Most Significant Bit is the leftmost bit in a binary number, representing the highest place value."
"What is the Least Significant Bit (LSB)?","The Least Significant Bit is the rightmost bit in a binary number, representing the lowest place value."
"What is a nibble?","A nibble is a group of four bits, which can represent a single hexadecimal digit."
"What is a decimal prefix?","A decimal prefix is a prefix used with units to indicate a power-of-ten multiplier, such as kilo (10³), mega (10⁶), and giga (10⁹)."
"What is a binary prefix?","A binary prefix is a prefix used with digital information units to denote powers of two, such as kibi (2¹⁰), mebi (2²⁰), and gibi (2³⁰), introduced to avoid ambiguity with decimal prefixes."
"What is a signed integer?","A signed integer is an integer that can represent both positive and negative values, typically using a specific bit to indicate the sign."
"What is the sign-and-magnitude representation?","Sign and magnitude is a method of representing signed integers where the most significant bit indicates the sign (0 for positive, 1 for negative), and the remaining bits represent the magnitude."
"What is one's complement?",One's complement of a binary number is obtained by inverting all its bits: changing every 0 to a 1 and every 1 to a 0.
"What is two's complement?","Two's complement representation is obtained by adding one to the one's complement of a binary number, widely used for signed integer representation because it simplifies arithmetic and has a unique zero."
"What is Binary Coded Decimal (BCD)?","BCD is a coding scheme where each decimal digit (0–9) is represented by its own four-bit binary code (0000–1001), used in applications like calculators."
"What is packed BCD?","Packed BCD stores two BCD digits in a single byte, with each nibble representing one decimal digit."
"What is ASCII?","ASCII is the American Standard Code for Information Interchange, a 7-bit character encoding standard representing 128 characters, including control and printable characters."
